rating,mpa,num_reviewer,region,time,rr
9.235768022,0,3.892150159,0,0.397002873,-0.57311545
9.15588992,0,2.299124009,0,1.508727086,2.036753831
8.991596677,1,3.839721484,0,0.733888998,-0.297531548
8.983870676,0,1.147601376,0,2.418319624,-0.410096262
8.953058815,2,0.215434415,0,-1.152673302,-0.279828314
8.940032392,0,1.309603156,0,2.182499336,0.29462541
8.932313281,1,2.264463012,1,2.384631012,0.137181579
8.846346676,0,2.680621742,0,0.801266223,1.072885111
8.810949422,1,2.321017492,1,1.609792924,-0.026110944
8.788900868,2,0.153831731,2,1.609792924,0.706433325
8.766662104,1,2.729570289,0,0.397002873,0.145868516
8.747854656,0,2.822759313,3,0.295937036,-0.544093443
8.736602797,1,1.91561622,1,1.643481536,0.001320655
8.732683266,1,3.25830568,0,0.599134548,-0.311102588
8.698462001,3,1.186288254,0,-0.209392152,1.276731979
8.669094057,0,2.395322355,0,0.194871198,-0.170337238
8.653210843,0,0.936914317,0,0.498068711,-0.526403973
8.63804504,0,0.631322191,0,0.093805361,1.692442762
8.604633098,0,1.896055633,0,-0.108326314,-0.009314506
8.597464715,3,-0.42678274,0,-0.007260477,-0.473986865
8.588328469,0,1.463247633,0,-0.411523827,0.27604595
8.579696459,0,1.381698109,0,1.306595411,-0.204145741
8.579302775,0,0.142737982,4,-0.007260477,-0.049328781
8.571810409,1,2.277455361,0,1.306595411,-0.345887023
8.568574184,1,0.02712894,2,-0.478901052,0.092701346
8.56354553,0,1.209965038,0,1.980367661,-0.339932052
8.547871848,3,1.325429955,0,-0.310457989,3.887421254
8.538087188,0,0.81121079,0,0.228559811,-0.318917417
8.517797894,3,1.024690023,0,-0.478901052,0.650509677
8.515911241,3,0.168094298,5,-0.175703539,0.557347519
8.507722323,0,0.297481649,6,0.666511773,-0.4267413
8.506282207,0,-0.019244581,0,-0.71472134,1.907933267
8.50001879,0,0.272799836,7,0.060116748,0.834896716
8.492823645,0,0.934842767,6,-0.681032727,-0.589007437
8.487837715,4,0.735391659,0,-1.422182202,0.737157299
8.48709884,0,1.593478593,0,0.834954836,-0.333174014
8.481517785,0,0.853041505,0,-0.377835214,-0.570646602
8.476224686,0,1.25257979,0,0.700200386,-0.439091483
8.469208686,0,0.779991487,0,-0.815787177,-0.3971729
8.469204494,1,1.268345096,8,-0.007260477,-0.471049694
8.468865728,0,0.377159475,0,-0.815787177,0.315534743
8.461505948,3,-0.214779344,0,-0.950541627,-0.334141406
8.456319513,5,-0.782651281,5,-1.38849359,-0.638455741
8.453289132,0,0.34885341,6,-0.613655502,1.598903518
8.44669245,4,-0.853887251,0,-1.455870815,-0.570244931
8.440605305,1,-0.684448644,2,1.171840961,-0.577514228
8.435550868,3,-0.816626246,2,0.834954836,-0.479933743
8.435300667,3,-0.370270536,0,-0.613655502,1.735093689
8.433280803,0,0.391910144,8,-0.445212439,-0.025840222
8.432089966,4,-0.96714418,0,-1.455870815,-0.465168032
8.422831223,0,-0.027190649,0,0.565445936,-0.433244939
8.419304797,0,1.080425876,0,-0.57996689,-0.361184234
8.409138193,0,1.708993473,0,1.171840961,-0.373338732
8.406141509,3,0.552218941,0,-0.512589665,0.746168355
8.395363058,4,0.84645213,0,-1.085296077,-0.461125113
8.383779202,0,-0.569992598,3,0.228559811,1.840849856
8.378740521,6,-0.894395863,0,-0.681032727,-0.463846126
8.371392533,2,-0.941497694,0,-1.422182202,-0.564878131
8.364911412,0,0.666694203,8,0.531757323,-0.487130789
8.36394244,4,-0.890712039,0,-0.175703539,-0.486612297
8.36190499,1,0.795047701,0,0.632823161,-0.236112211
8.359562413,2,-1.080958391,0,-0.478901052,-0.4544459
8.342970328,0,0.069136448,8,0.228559811,-0.191689039
8.338417116,3,-0.274398873,0,-0.445212439,-0.372774037
8.329819676,0,0.913099174,0,-0.276769377,0.880659458
8.327177685,3,-0.372636101,8,-1.186361915,-0.307071476
8.326054498,1,1.988623961,0,1.138152349,-0.369225578
8.320104285,0,-0.194640337,7,-0.276769377,-0.316747428
8.318620203,0,1.504619071,3,0.767577611,-0.35201178
8.316325385,3,-0.545733551,0,1.003397899,-0.461355274
8.315246239,3,-0.321592944,0,-0.84947579,-0.348080978
8.314077675,4,0.608859896,0,-1.65800249,0.198395981
8.31270885,0,1.21973284,0,-0.276769377,0.609335793
8.312592472,0,0.687403943,0,1.609792924,-0.456933242
8.311715303,-1,-0.838971319,9,0.632823161,-0.595665695
8.303844778,1,0.899832027,0,1.710858761,-0.141557371
8.302967429,1,-0.554859519,5,0.127493973,-0.095766136
8.294480812,0,-0.64076737,2,3.327912162,-0.635707116
8.292908338,0,0.575171259,0,-0.142014927,0.806048648
8.282684257,7,-0.792480577,5,-0.815787177,6.576166734
8.27536928,4,-0.852691978,0,-0.916853015,-0.596797198
8.274799441,1,-0.545187799,10,1.340284024,-0.320376864
8.273698228,8,0.313938753,0,-0.950541627,-0.541793995
8.272169842,5,-1.236634063,5,0.430691486,-0.518723695
8.27075225,4,0.300652389,0,-0.916853015,-0.304127146
8.267129504,0,-1.147699596,11,-0.142014927,0.388587176
8.264106981,3,0.722971965,0,0.026428136,0.29301443
8.261601348,4,-0.023159004,8,0.632823161,-0.293309458
8.261586522,0,0.636618288,0,-0.748409952,-0.409294845
8.258802361,0,0.6576893,0,-1.051607465,-0.4912419
8.257373925,0,-0.679321652,12,-0.512589665,-0.378493028
8.249975021,3,-0.467560385,0,-0.377835214,-0.521345948
8.249514679,2,-0.753315206,8,2.957337424,-0.451355219
8.24554962,2,-0.688405344,0,0.194871198,-0.444135226
8.242635042,3,-0.543567839,0,-0.074637702,-0.445073761
8.241635098,2,-0.971521724,0,-0.175703539,-0.244748051
8.241061955,0,0.14239977,6,-0.276769377,0.472732435
8.238326764,9,0.288046294,8,0.194871198,0.140935811
8.237635023,6,-1.020024445,0,-0.782098565,-0.30054775
8.236817687,0,0.11791781,8,-0.478901052,-0.390113105
8.234728559,0,0.316959604,0,1.340284024,-0.477902401
8.231658301,1,-1.136709618,0,1.003397899,0.0473499
8.226832931,0,-0.97792662,13,0.026428136,-0.583218783
8.225737127,0,-0.046908811,0,1.340284024,-0.446472045
8.225325666,2,-0.711866902,0,-0.040949089,-0.628171916
8.224744751,3,0.706324616,0,-1.152673302,-0.377210115
8.224735892,3,-0.813109607,0,-0.040949089,1.177267715
8.221126446,1,-0.850545483,14,-0.243080764,2.302352804
8.220930223,5,-0.986850813,3,0.767577611,-0.586518084
8.219031212,0,0.307266746,0,-0.546278277,0.766437237
8.218371878,0,-0.194997766,0,0.262248423,-0.41544747
8.21835172,1,-0.270246164,0,-0.007260477,-0.082264841
8.217682417,0,0.392822933,0,0.060116748,-0.322096805
8.216910709,0,0.338705119,8,-0.950541627,-0.058024171
8.216694781,1,0.142382475,0,-0.108326314,-0.011927669
8.215706919,5,-1.007745032,2,-1.38849359,-0.43623198
8.212373631,3,-0.949486038,10,1.171840961,-0.162023188
8.21112995,0,-0.156576078,8,-0.377835214,-0.387079346
8.20322189,0,-0.635198396,3,0.868643448,-0.319622378
8.200063792,5,-0.951876585,10,1.037086511,1.22593926
8.198899209,0,-0.8259905,2,0.060116748,0.960875587
8.197203712,1,1.534310653,0,0.329625648,-0.487181431
8.190779615,6,-1.080243533,0,-2.095954453,0.755010644
8.190207111,6,-0.805674701,0,-0.310457989,0.445646249
8.181860379,1,-1.01444202,8,-1.11898469,-0.386555105
8.180031249,6,-1.071146391,0,0.262248423,-0.261447515
8.177986563,0,1.442555188,0,1.778235986,-0.385688145
8.177613732,1,-0.350477429,0,-0.007260477,0.252523003
8.171861219,2,-1.174933375,0,1.643481536,-0.304336045
8.164402595,0,-1.081169774,5,1.070775124,-0.624148635
8.163932454,0,-0.310308951,0,1.609792924,-0.503793638
8.161261264,3,0.791625222,0,-0.916853015,-0.36425325
8.160495396,0,-0.18104843,0,0.936020673,-0.451403247
8.160425186,0,-0.026958128,15,-0.411523827,-0.363492763
8.158634392,0,-0.524958475,0,-0.007260477,0.063646643
8.154623959,1,0.601213608,0,-0.782098565,0.43464367
8.153292952,0,1.250950222,0,0.262248423,-0.410373354
8.150851413,1,0.485185643,0,0.161182586,-0.29606382
8.149414126,1,0.60142499,0,-0.108326314,0.485836431
8.147096649,6,-1.083270149,0,-0.142014927,-0.53992274
8.14540281,3,-0.273924223,8,-1.321116365,-0.378603503
8.140166414,0,0.575626693,0,-0.276769377,-0.205793384
8.139766017,2,-0.850622349,0,1.407661249,-0.643774452
8.139010705,0,0.844559294,0,-0.647344115,-0.259504502
8.137935016,5,-0.997675529,5,-1.422182202,-0.417684303
8.135350248,1,0.169794968,0,0.599134548,-0.029255305
8.133870847,0,-0.494179232,0,-0.71472134,-0.563242456
8.131360969,4,0.703730374,0,-1.017918852,-0.00299533
8.126889898,3,-0.855078681,0,-0.209392152,-0.312606755
8.125401742,0,-0.689245109,0,-0.007260477,-0.334079938
8.122848724,0,-0.636007415,0,-0.040949089,-0.563802977
8.122476111,0,0.85042036,0,0.060116748,-0.486985836
8.121757586,6,-0.71180733,0,3.631109674,5.861575348
8.120085448,0,-0.192589925,8,-0.782098565,-0.495900143
8.119813209,3,0.069874366,0,-1.186361915,-0.331718036
8.11971511,3,-0.983068984,0,-0.84947579,-0.619873087
8.118019473,0,-0.918320542,16,-0.040949089,0.480941679
8.1175442,3,-0.549008061,5,-0.377835214,-0.010720832
8.111344218,0,-0.328751131,8,-0.512589665,0.051043842
8.110316947,0,0.010083808,8,-1.25373914,-0.186462007
8.110161205,3,-0.896438589,8,1.037086511,-0.064160278
8.106460191,0,0.083116531,0,0.767577611,-0.476645347
8.102536234,1,-0.406960808,0,0.329625648,-0.587463951
8.102462814,0,-0.006405964,0,-1.085296077,-0.090396034
8.100297244,0,0.179887531,3,-0.478901052,-0.121166487
8.092279594,4,-0.659386342,5,-1.489559427,-0.115835763
8.091518406,1,0.605254861,0,0.363314261,-0.211819327
8.088581669,1,0.008923125,0,0.060116748,-0.182610579
8.086194008,3,-1.180779067,14,-1.38849359,-0.313652506
8.08465265,0,0.173217446,0,-0.445212439,-0.551582851
8.084359237,6,-1.109577687,0,-1.186361915,-0.194396433
8.081041373,0,-0.719294121,0,-0.98423024,-0.493370174
8.080957654,1,0.384832667,8,-0.007260477,0.04341785
8.080551292,0,0.038068956,0,0.127493973,-0.043574206
8.077919353,4,-0.860021193,0,2.755205749,-0.328191846
8.077227003,0,0.261721461,0,-1.051607465,-0.202049846
8.076989745,0,0.59194928,0,0.632823161,-0.257935195
8.075166432,6,-1.147872546,0,-2.129643065,-0.561667225
8.073814134,3,-0.996476413,8,1.845613211,-0.529305879
8.073767727,0,-0.98407017,17,0.093805361,-0.321836898
8.073189979,0,-0.665560639,0,1.778235986,-0.436971487
8.071210675,0,-0.288511551,18,0.295937036,-0.357040201
8.069067552,5,-0.958550513,7,0.060116748,-0.620637797
8.067635052,0,-0.937039441,16,-0.276769377,-0.033769992
8.066469718,6,-1.102046698,0,-0.040949089,-0.642543548
8.063573407,0,0.630739928,18,-0.276769377,-0.469344782
8.062816239,5,-0.981516282,18,-1.287427752,-0.633856097
8.062064132,5,-0.965088003,19,-1.152673302,-0.513970033
8.06141844,3,0.119139986,0,-1.085296077,-0.454492894
8.060715011,4,0.445691668,0,-1.287427752,-0.323146728
8.060138403,0,-0.50487904,17,-0.411523827,-0.472252436
8.060052203,3,-0.141001016,0,-0.209392152,3.731891848
8.059861934,3,-0.361486624,0,-0.074637702,0.277771597
8.058191273,0,0.247927779,0,-0.445212439,-0.445986103
8.049418418,1,-0.542522455,0,0.733888998,-0.498801114
8.048690637,1,-0.635315618,8,-0.310457989,-0.522887748
8.04670833,3,-0.192605298,0,-0.276769377,7.209895361
8.044287346,0,-0.519560529,0,-0.276769377,0.838060336
8.042634857,4,0.122527875,0,-0.647344115,-0.379937336
8.040969594,0,-0.409009299,0,-0.040949089,-0.329993291
8.040154613,0,0.359291872,8,-0.782098565,0.140342955
8.040082251,0,0.167066209,0,0.228559811,-0.236788854
8.037572418,10,-0.534732042,0,-1.38849359,-0.22696985
8.035407978,0,-0.391132087,8,-0.243080764,-0.483255126
8.034600076,0,-1.015387478,0,-0.310457989,-0.246367282
8.032518064,0,-0.807025628,0,-1.691691102,-0.269792694
8.03155946,0,-0.114902939,0,0.599134548,-0.404369703
8.030656339,4,-0.545253136,0,-0.950541627,-0.05351454
8.027983409,2,-1.199155911,0,1.340284024,0.077413136
8.027248454,3,-0.088643443,0,-0.98423024,-0.334114531
8.026425706,0,-0.527312509,0,-0.276769377,1.933506415
8.025084615,6,-1.251732553,0,-1.051607465,-0.402014672
8.024904244,3,0.117429708,0,-0.512589665,-0.20578073
8.023927647,5,-0.983622423,6,-1.085296077,-0.406915532
8.023155612,1,0.868416714,0,0.430691486,-0.346796908
8.022628649,5,-1.208035906,2,-0.310457989,-0.570083938
8.022189737,4,-0.766511251,8,-1.25373914,-0.459473323
8.021207843,11,-0.932880966,10,1.138152349,-0.57506989
8.019831606,5,-1.158299478,20,-0.613655502,0.207860177
8.019735439,0,-0.858091845,15,0.801266223,0.025105775
8.019183712,2,-1.058350051,0,-0.007260477,-0.347757352
8.018361546,12,-0.981022416,0,-0.108326314,-0.32175951
8.016981392,5,-1.031141254,7,0.498068711,-0.343032315
8.013341204,4,-0.862525117,0,1.407661249,0.603418603
8.012712197,6,-1.122512387,0,-0.84947579,-0.251550162
8.009236847,0,-0.547482262,8,-1.220050527,-0.313786619
8.00614245,3,-0.932396708,0,-1.489559427,-0.625997737
8.005254307,1,-0.42955954,0,0.531757323,-0.089964302
8.005217248,4,-1.26658507,21,0.397002873,-0.290397273
8.003853598,4,-0.500178657,0,-1.354804977,0.510661406
8.001732811,3,-0.874904457,8,2.047744886,-0.493139476
8.001684208,1,-0.802772993,0,1.710858761,0.593034843
